Page,Date,PageViews
Apache_Hadoop,2010-11-17,8.0
Apache_Hadoop,2010-11-18,6.0
Apache_Hadoop,2010-11-19,4.0
Apache_Hadoop,2010-11-20,5.0
Apache_Hadoop,2010-11-21,4.0
Apache_Hadoop,2010-11-22,10.0
Apache_Hadoop,2010-11-23,10.0
Apache_Hadoop,2010-11-24,1.0
Apache_Hadoop,2010-11-25,3.0
Apache_Hadoop,2010-11-26,2.0
Apache_Hadoop,2010-11-27,2.0
Apache_Hadoop,2010-11-28,3.0
Apache_Hadoop,2010-11-29,12.0
Apache_Hadoop,2010-11-30,
Apache_Hadoop,2010-12-01,8.0
Apache_Hadoop,2010-12-02,7.0
Apache_Hadoop,2010-12-03,2.0
Apache_Hadoop,2010-12-04,3.0
Apache_Hadoop,2010-12-05,2.0
Apache_Hadoop,2010-12-06,8.0
Apache_Hadoop,2010-12-07,2.0
Apache_Hadoop,2010-12-08,5.0
Apache_Hadoop,2010-12-09,16.0
Apache_Hadoop,2010-12-10,5.0
Apache_Hadoop,2010-12-11,2.0
Apache_Hadoop,2010-12-12,1.0
Apache_Hadoop,2010-12-13,10.0
Apache_Hadoop,2010-12-14,2.0
Apache_Hadoop,2010-12-15,6.0
Apache_Hadoop,2010-12-16,9.0
Apache_Hadoop,2010-12-17,8.0
Apache_Hadoop,2010-12-18,3.0
Apache_Hadoop,2010-12-19,1.0
Apache_Hadoop,2010-12-20,3.0
Apache_Hadoop,2010-12-21,7.0
Apache_Hadoop,2010-12-22,12.0
Apache_Hadoop,2010-12-23,6.0
Apache_Hadoop,2010-12-24,2.0
Apache_Hadoop,2010-12-25,3.0
Apache_Hadoop,2010-12-26,4.0
Apache_Hadoop,2010-12-27,7.0
Apache_Hadoop,2010-12-28,3.0
Apache_Hadoop,2010-12-29,4.0
Apache_Hadoop,2010-12-30,3.0
Apache_Hadoop,2010-12-31,1.0
Apache_Hadoop,2011-01-01,3.0
Apache_Hadoop,2011-01-02,5.0
Apache_Hadoop,2011-01-03,12.0
Apache_Hadoop,2011-01-04,12.0
Apache_Hadoop,2011-01-05,4.0
Apache_Hadoop,2011-01-06,4.0
Apache_Hadoop,2011-01-07,13.0
Apache_Hadoop,2011-01-08,10.0
Apache_Hadoop,2011-01-09,9.0
Apache_Hadoop,2011-01-10,10.0
Apache_Hadoop,2011-01-11,7.0
Apache_Hadoop,2011-01-12,5.0
Apache_Hadoop,2011-01-13,3.0
Apache_Hadoop,2011-01-14,8.0
Apache_Hadoop,2011-01-15,5.0
Apache_Hadoop,2011-01-16,4.0
Apache_Hadoop,2011-01-17,7.0
Apache_Hadoop,2011-01-18,8.0
Apache_Hadoop,2011-01-19,9.0
Apache_Hadoop,2011-01-20,1.0
Apache_Hadoop,2011-01-21,9.0
Apache_Hadoop,2011-01-22,7.0
Apache_Hadoop,2011-01-23,
Apache_Hadoop,2011-01-24,9.0
Apache_Hadoop,2011-01-25,12.0
Apache_Hadoop,2011-01-26,14.0
Apache_Hadoop,2011-01-27,13.0
Apache_Hadoop,2011-01-28,5.0
Apache_Hadoop,2011-01-29,3.0
Apache_Hadoop,2011-01-30,1.0
Apache_Hadoop,2011-01-31,14.0
Apache_Hadoop,2011-02-01,9.0
Apache_Hadoop,2011-02-02,11.0
Apache_Hadoop,2011-02-03,3.0
Apache_Hadoop,2011-02-04,13.0
Apache_Hadoop,2011-02-05,6.0
Apache_Hadoop,2011-02-06,3.0
Apache_Hadoop,2011-02-07,12.0
Apache_Hadoop,2011-02-08,8.0
Apache_Hadoop,2011-02-09,5.0
Apache_Hadoop,2011-02-10,1.0
Apache_Hadoop,2011-02-11,10.0
Apache_Hadoop,2011-02-12,1.0
Apache_Hadoop,2011-02-13,2.0
Apache_Hadoop,2011-02-14,21.0
Apache_Hadoop,2011-02-15,15.0
Apache_Hadoop,2011-02-16,6.0
Apache_Hadoop,2011-02-17,17.0
Apache_Hadoop,2011-02-18,9.0
Apache_Hadoop,2011-02-19,2.0
Apache_Hadoop,2011-02-20,3.0
Apache_Hadoop,2011-02-21,14.0
Apache_Hadoop,2011-02-22,8.0
Apache_Hadoop,2011-02-23,10.0
Apache_Hadoop,2011-02-24,2.0
Apache_Hadoop,2011-02-25,7.0
Apache_Hadoop,2011-02-26,7.0
Apache_Hadoop,2011-02-27,1.0
Apache_Hadoop,2011-02-28,12.0
Apache_Hadoop,2011-03-01,10.0
Apache_Hadoop,2011-03-02,6.0
Apache_Hadoop,2011-03-03,10.0
Apache_Hadoop,2011-03-04,6.0
Apache_Hadoop,2011-03-05,8.0
Apache_Hadoop,2011-03-06,3.0
Apache_Hadoop,2011-03-07,13.0
Apache_Hadoop,2011-03-08,5.0
Apache_Hadoop,2011-03-09,7.0
Apache_Hadoop,2011-03-10,10.0
Apache_Hadoop,2011-03-11,11.0
Apache_Hadoop,2011-03-12,3.0
Apache_Hadoop,2011-03-13,2.0
Apache_Hadoop,2011-03-14,8.0
Apache_Hadoop,2011-03-15,4.0
Apache_Hadoop,2011-03-16,9.0
Apache_Hadoop,2011-03-17,12.0
Apache_Hadoop,2011-03-18,6.0
Apache_Hadoop,2011-03-19,7.0
Apache_Hadoop,2011-03-20,7.0
Apache_Hadoop,2011-03-21,4.0
Apache_Hadoop,2011-03-22,67.0
Apache_Hadoop,2011-03-23,339.0
Apache_Hadoop,2011-03-24,541.0
Apache_Hadoop,2011-03-25,991.0
Apache_Hadoop,2011-03-26,511.0
Apache_Hadoop,2011-03-27,401.0
Apache_Hadoop,2011-03-28,1057.0
Apache_Hadoop,2011-03-29,911.0
Apache_Hadoop,2011-03-30,853.0
Apache_Hadoop,2011-03-31,1462.0
Apache_Hadoop,2011-04-01,975.0
Apache_Hadoop,2011-04-02,351.0
Apache_Hadoop,2011-04-03,307.0
Apache_Hadoop,2011-04-04,697.0
Apache_Hadoop,2011-04-05,826.0
Apache_Hadoop,2011-04-06,815.0
Apache_Hadoop,2011-04-07,866.0
Apache_Hadoop,2011-04-08,801.0
Apache_Hadoop,2011-04-09,444.0
Apache_Hadoop,2011-04-10,351.0
Apache_Hadoop,2011-04-11,827.0
Apache_Hadoop,2011-04-12,880.0
Apache_Hadoop,2011-04-13,837.0
Apache_Hadoop,2011-04-14,851.0
Apache_Hadoop,2011-04-15,668.0
Apache_Hadoop,2011-04-16,363.0
Apache_Hadoop,2011-04-17,358.0
Apache_Hadoop,2011-04-18,806.0
Apache_Hadoop,2011-04-19,1217.0
Apache_Hadoop,2011-04-20,976.0
Apache_Hadoop,2011-04-21,902.0
Apache_Hadoop,2011-04-22,677.0
Apache_Hadoop,2011-04-23,481.0
Apache_Hadoop,2011-04-24,341.0
Apache_Hadoop,2011-04-25,789.0
Apache_Hadoop,2011-04-26,882.0
Apache_Hadoop,2011-04-27,1347.0
Apache_Hadoop,2011-04-28,1111.0
Apache_Hadoop,2011-04-29,856.0
Apache_Hadoop,2011-04-30,439.0
Apache_Hadoop,2011-05-01,431.0
Apache_Hadoop,2011-05-02,729.0
Apache_Hadoop,2011-05-03,898.0
Apache_Hadoop,2011-05-04,826.0
Apache_Hadoop,2011-05-05,872.0
Apache_Hadoop,2011-05-06,734.0
Apache_Hadoop,2011-05-07,382.0
Apache_Hadoop,2011-05-08,297.0
Apache_Hadoop,2011-05-09,898.0
Apache_Hadoop,2011-05-10,750.0
Apache_Hadoop,2011-05-11,1169.0
Apache_Hadoop,2011-05-12,1293.0
Apache_Hadoop,2011-05-13,988.0
Apache_Hadoop,2011-05-14,379.0
Apache_Hadoop,2011-05-15,434.0
Apache_Hadoop,2011-05-16,1105.0
Apache_Hadoop,2011-05-17,1011.0
Apache_Hadoop,2011-05-18,975.0
Apache_Hadoop,2011-05-19,965.0
Apache_Hadoop,2011-05-20,822.0
Apache_Hadoop,2011-05-21,445.0
Apache_Hadoop,2011-05-22,431.0
Apache_Hadoop,2011-05-23,935.0
Apache_Hadoop,2011-05-24,941.0
Apache_Hadoop,2011-05-25,1023.0
Apache_Hadoop,2011-05-26,946.0
Apache_Hadoop,2011-05-27,769.0
Apache_Hadoop,2011-05-28,362.0
Apache_Hadoop,2011-05-29,345.0
Apache_Hadoop,2011-05-30,542.0
Apache_Hadoop,2011-05-31,836.0
Apache_Hadoop,2011-06-01,997.0
Apache_Hadoop,2011-06-02,921.0
Apache_Hadoop,2011-06-03,875.0
Apache_Hadoop,2011-06-04,339.0
Apache_Hadoop,2011-06-05,383.0
Apache_Hadoop,2011-06-06,937.0
Apache_Hadoop,2011-06-07,1004.0
Apache_Hadoop,2011-06-08,979.0
Apache_Hadoop,2011-06-09,1020.0
Apache_Hadoop,2011-06-10,1138.0
Apache_Hadoop,2011-06-11,459.0
Apache_Hadoop,2011-06-12,485.0
Apache_Hadoop,2011-06-13,945.0
Apache_Hadoop,2011-06-14,843.0
Apache_Hadoop,2011-06-15,1083.0
Apache_Hadoop,2011-06-16,1113.0
Apache_Hadoop,2011-06-17,963.0
Apache_Hadoop,2011-06-18,392.0
Apache_Hadoop,2011-06-19,370.0
Apache_Hadoop,2011-06-20,945.0
Apache_Hadoop,2011-06-21,977.0
Apache_Hadoop,2011-06-22,1032.0
Apache_Hadoop,2011-06-23,1020.0
Apache_Hadoop,2011-06-24,941.0
Apache_Hadoop,2011-06-25,417.0
Apache_Hadoop,2011-06-26,367.0
Apache_Hadoop,2011-06-27,991.0
Apache_Hadoop,2011-06-28,1417.0
Apache_Hadoop,2011-06-29,1529.0
Apache_Hadoop,2011-06-30,1332.0
Apache_Hadoop,2011-07-01,855.0
Apache_Hadoop,2011-07-02,383.0
Apache_Hadoop,2011-07-03,413.0
Apache_Hadoop,2011-07-04,679.0
Apache_Hadoop,2011-07-05,929.0
Apache_Hadoop,2011-07-06,1124.0
Apache_Hadoop,2011-07-07,1172.0
Apache_Hadoop,2011-07-08,905.0
Apache_Hadoop,2011-07-09,450.0
Apache_Hadoop,2011-07-10,375.0
Apache_Hadoop,2011-07-11,965.0
Apache_Hadoop,2011-07-12,1027.0
Apache_Hadoop,2011-07-13,956.0
Apache_Hadoop,2011-07-14,1057.0
Apache_Hadoop,2011-07-15,969.0
Apache_Hadoop,2011-07-16,376.0
Apache_Hadoop,2011-07-17,1953.0
Apache_Hadoop,2011-07-18,3300.0
Apache_Hadoop,2011-07-19,1484.0
Apache_Hadoop,2011-07-20,1162.0
Apache_Hadoop,2011-07-21,1205.0
Apache_Hadoop,2011-07-22,902.0
Apache_Hadoop,2011-07-23,488.0
Apache_Hadoop,2011-07-24,415.0
Apache_Hadoop,2011-07-25,1083.0
Apache_Hadoop,2011-07-26,1004.0
Apache_Hadoop,2011-07-27,1225.0
Apache_Hadoop,2011-07-28,1547.0
Apache_Hadoop,2011-07-29,1046.0
Apache_Hadoop,2011-07-30,509.0
Apache_Hadoop,2011-07-31,479.0
Apache_Hadoop,2011-08-01,1165.0
Apache_Hadoop,2011-08-02,1119.0
Apache_Hadoop,2011-08-03,1104.0
Apache_Hadoop,2011-08-04,1242.0
Apache_Hadoop,2011-08-05,1254.0
Apache_Hadoop,2011-08-06,507.0
Apache_Hadoop,2011-08-07,479.0
Apache_Hadoop,2011-08-08,1052.0
Apache_Hadoop,2011-08-09,1202.0
Apache_Hadoop,2011-08-10,1206.0
Apache_Hadoop,2011-08-11,1089.0
Apache_Hadoop,2011-08-12,939.0
Apache_Hadoop,2011-08-13,391.0
Apache_Hadoop,2011-08-14,365.0
Apache_Hadoop,2011-08-15,827.0
Apache_Hadoop,2011-08-16,971.0
Apache_Hadoop,2011-08-17,945.0
Apache_Hadoop,2011-08-18,893.0
Apache_Hadoop,2011-08-19,915.0
Apache_Hadoop,2011-08-20,304.0
Apache_Hadoop,2011-08-21,351.0
Apache_Hadoop,2011-08-22,862.0
Apache_Hadoop,2011-08-23,1023.0
Apache_Hadoop,2011-08-24,1026.0
Apache_Hadoop,2011-08-25,1044.0
Apache_Hadoop,2011-08-26,891.0
Apache_Hadoop,2011-08-27,447.0
Apache_Hadoop,2011-08-28,366.0
Apache_Hadoop,2011-08-29,892.0
Apache_Hadoop,2011-08-30,919.0
Apache_Hadoop,2011-08-31,937.0
Apache_Hadoop,2011-09-01,892.0
Apache_Hadoop,2011-09-02,952.0
Apache_Hadoop,2011-09-03,414.0
Apache_Hadoop,2011-09-04,468.0
Apache_Hadoop,2011-09-05,772.0
Apache_Hadoop,2011-09-06,1092.0
Apache_Hadoop,2011-09-07,1129.0
Apache_Hadoop,2011-09-08,1047.0
Apache_Hadoop,2011-09-09,976.0
Apache_Hadoop,2011-09-10,658.0
Apache_Hadoop,2011-09-11,523.0
Apache_Hadoop,2011-09-12,1084.0
Apache_Hadoop,2011-09-13,1064.0
Apache_Hadoop,2011-09-14,1010.0
Apache_Hadoop,2011-09-15,1040.0
Apache_Hadoop,2011-09-16,988.0
Apache_Hadoop,2011-09-17,464.0
Apache_Hadoop,2011-09-18,438.0
Apache_Hadoop,2011-09-19,1023.0
Apache_Hadoop,2011-09-20,1125.0
Apache_Hadoop,2011-09-21,1234.0
Apache_Hadoop,2011-09-22,1121.0
Apache_Hadoop,2011-09-23,1082.0
Apache_Hadoop,2011-09-24,523.0
Apache_Hadoop,2011-09-25,451.0
Apache_Hadoop,2011-09-26,1207.0
Apache_Hadoop,2011-09-27,1008.0
Apache_Hadoop,2011-09-28,937.0
Apache_Hadoop,2011-09-29,1023.0
Apache_Hadoop,2011-09-30,1618.0
Apache_Hadoop,2011-10-01,657.0
Apache_Hadoop,2011-10-02,565.0
Apache_Hadoop,2011-10-03,1457.0
Apache_Hadoop,2011-10-04,1809.0
Apache_Hadoop,2011-10-05,1315.0
Apache_Hadoop,2011-10-06,1147.0
Apache_Hadoop,2011-10-07,1076.0
Apache_Hadoop,2011-10-08,450.0
Apache_Hadoop,2011-10-09,531.0
Apache_Hadoop,2011-10-10,1173.0
Apache_Hadoop,2011-10-11,1441.0
Apache_Hadoop,2011-10-12,1909.0
Apache_Hadoop,2011-10-13,3718.0
Apache_Hadoop,2011-10-14,2216.0
Apache_Hadoop,2011-10-15,1124.0
Apache_Hadoop,2011-10-16,813.0
Apache_Hadoop,2011-10-17,1617.0
Apache_Hadoop,2011-10-18,1732.0
Apache_Hadoop,2011-10-19,1931.0
Apache_Hadoop,2011-10-20,1747.0
Apache_Hadoop,2011-10-21,1318.0
Apache_Hadoop,2011-10-22,524.0
Apache_Hadoop,2011-10-23,563.0
Apache_Hadoop,2011-10-24,1334.0
Apache_Hadoop,2011-10-25,1533.0
Apache_Hadoop,2011-10-26,1569.0
Apache_Hadoop,2011-10-27,1575.0
Apache_Hadoop,2011-10-28,1187.0
Apache_Hadoop,2011-10-29,617.0
Apache_Hadoop,2011-10-30,552.0
Apache_Hadoop,2011-10-31,1397.0
Apache_Hadoop,2011-11-01,1584.0
Apache_Hadoop,2011-11-02,1875.0
Apache_Hadoop,2011-11-03,1717.0
Apache_Hadoop,2011-11-04,1570.0
Apache_Hadoop,2011-11-05,703.0
Apache_Hadoop,2011-11-06,641.0
Apache_Hadoop,2011-11-07,1683.0
Apache_Hadoop,2011-11-08,2092.0
Apache_Hadoop,2011-11-09,4300.0
Apache_Hadoop,2011-11-10,5856.0
Apache_Hadoop,2011-11-11,2036.0
Apache_Hadoop,2011-11-12,884.0
Apache_Hadoop,2011-11-13,731.0
Apache_Hadoop,2011-11-14,1801.0
Apache_Hadoop,2011-11-15,2105.0
Apache_Hadoop,2011-11-16,2016.0
Apache_Hadoop,2011-11-17,2125.0
Apache_Hadoop,2011-11-18,2220.0
Apache_Hadoop,2011-11-19,844.0
Apache_Hadoop,2011-11-20,809.0
Apache_Hadoop,2011-11-21,1773.0
Apache_Hadoop,2011-11-22,1935.0
Apache_Hadoop,2011-11-23,1609.0
Apache_Hadoop,2011-11-24,1504.0
Apache_Hadoop,2011-11-25,1653.0
Apache_Hadoop,2011-11-26,821.0
Apache_Hadoop,2011-11-27,782.0
Apache_Hadoop,2011-11-28,1703.0
Apache_Hadoop,2011-11-29,1834.0
Apache_Hadoop,2011-11-30,1756.0
Apache_Hadoop,2011-12-01,1708.0
Apache_Hadoop,2011-12-02,1586.0
Apache_Hadoop,2011-12-03,726.0
Apache_Hadoop,2011-12-04,776.0
Apache_Hadoop,2011-12-05,1585.0
Apache_Hadoop,2011-12-06,1832.0
Apache_Hadoop,2011-12-07,1653.0
Apache_Hadoop,2011-12-08,1835.0
Apache_Hadoop,2011-12-09,1577.0
Apache_Hadoop,2011-12-10,742.0
Apache_Hadoop,2011-12-11,713.0
Apache_Hadoop,2011-12-12,1597.0
Apache_Hadoop,2011-12-13,2005.0
Apache_Hadoop,2011-12-14,1918.0
Apache_Hadoop,2011-12-15,1624.0
Apache_Hadoop,2011-12-16,1416.0
Apache_Hadoop,2011-12-17,675.0
Apache_Hadoop,2011-12-18,688.0
Apache_Hadoop,2011-12-19,1565.0
Apache_Hadoop,2011-12-20,1556.0
Apache_Hadoop,2011-12-21,1838.0
Apache_Hadoop,2011-12-22,2492.0
Apache_Hadoop,2011-12-23,107.0
Apache_Hadoop,2011-12-24,
Apache_Hadoop,2011-12-25,
Apache_Hadoop,2011-12-26,380.0
Apache_Hadoop,2011-12-27,1653.0
Apache_Hadoop,2011-12-28,1396.0
Apache_Hadoop,2011-12-29,1391.0
Apache_Hadoop,2011-12-30,1079.0
Apache_Hadoop,2011-12-31,554.0
Apache_Hadoop,2012-01-01,478.0
Apache_Hadoop,2012-01-02,1032.0
Apache_Hadoop,2012-01-03,1713.0
Apache_Hadoop,2012-01-04,2133.0
Apache_Hadoop,2012-01-05,2480.0
Apache_Hadoop,2012-01-06,1722.0
Apache_Hadoop,2012-01-07,796.0
Apache_Hadoop,2012-01-08,720.0
Apache_Hadoop,2012-01-09,1617.0
Apache_Hadoop,2012-01-10,2128.0
Apache_Hadoop,2012-01-11,2030.0
Apache_Hadoop,2012-01-12,1944.0
Apache_Hadoop,2012-01-13,1602.0
Apache_Hadoop,2012-01-14,776.0
Apache_Hadoop,2012-01-15,713.0
Apache_Hadoop,2012-01-16,1474.0
Apache_Hadoop,2012-01-17,1853.0
Apache_Hadoop,2012-01-18,1897.0
Apache_Hadoop,2012-01-19,1894.0
Apache_Hadoop,2012-01-20,1679.0
Apache_Hadoop,2012-01-21,830.0
Apache_Hadoop,2012-01-22,746.0
Apache_Hadoop,2012-01-23,1700.0
Apache_Hadoop,2012-01-24,1998.0
